1|MID|35|24|25|41|17|16|32|18|14|15|18|25|45|11|15
1|END|44|13|13|37|10|19|29|18|24|35|25|19|20|16|10
2|MID|39|11|13|38|25|11|21|11|20|25|19|24|28|14|19
2|END|20|16|13|26|21|22|37|14|10|31|24|22|35|11|10
3|MID|37|24|16|43|23|16|31|23|25|40|23|16|15|13|22
3|END|25|21|17|43|19|24|42|22|21|37|11|15|29|16|13
4|MID|15|11|19|43|16|14|31|19|14|20|11|17|19|17|23
4|END|38|18|17|29|18|13|22|18|18|36|21|18|24|17|12
5|MID|19|10|16|25|14|19|20|15|25|25|11|10|22|21|11
5|END|16|17|20|28|14|21|18|18|17|36|20|14|15|16|19
6|MID|21|22|24|43|18|16|29|14|24|20|14|15|27|25|18
6|END|40|16|13|45|12|14|38|25|25|35|21|13|20|12|23
7|MID|45|22|20|21|20|16|35|15|25|45|12|19|38|22|24
7|END|26|21|12|25|22|18|36|22|12|28|14|25|19|20|17
8|MID|15|14|22|45|14|18|41|25|22|15|19|24|44|13|24
8|END|20|21|20|27|21|15|29|19|24|37|21|15|27|21|11
9|MID|26|12|13|23|20|24|23|23|24|25|18|22|31|11|13
9|END|26|25|22|21|24|25|38|11|10|15|11|14|30|22|22
10|MID|41|23|23|20|15|20|25|10|13|35|17|14|15|15|16
10|END|28|10|23|22|21|17|22|19|18|24|11|25|37|25|12
11|MID|33|13|16|44|16|10|40|10|20|26|24|22|20|15|11
11|END|16|19|18|21|18|11|15|11|14|37|15|19|25|15|16
12|MID|45|19|14|30|17|10|26|10|11|39|25|21|44|18|12
12|END|42|12|24|33|15|14|31|16|15|20|25|14|23|14|24
13|MID|19|13|20|42|23|25|40|12|23|18|22|19|42|23|10
13|END|37|19|22|38|10|18|26|11|23|24|16|13|23|23|25
14|MID|16|11|16|24|21|16|35|21|23|32|19|23|37|18|18
14|END|19|16|20|42|22|25|16|22|12|28|21|25|34|17|21
15|MID|30|11|11|34|19|14|29|20|10|32|22|10|20|23|21
15|END|18|25|21|16|10|25|34|22|24|44|13|20|37|17|15
16|MID|32|25|13|26|13|25|32|25|17|27|24|19|21|12|16
16|END|45|23|23|29|14|10|27|16|11|16|18|19|41|13|17
17|MID|18|12|21|39|12|12|37|10|19|29|24|20|39|19|21
17|END|43|20|16|35|15|16|21|15|14|28|10|18|37|14|20
18|MID|44|23|19|40|18|12|19|25|24|27|16|16|35|25|15
18|END|40|16|22|40|10|22|38|25|16|19|12|15|32|19|21
19|MID|27|10|12|37|22|22|29|24|11|40|17|18|37|18|12
19|END|18|12|24|33|24|14|33|11|13|33|18|24|40|14|25
20|MID|25|17|24|16|20|18|22|11|22|37|20|24|29|14|13
20|END|25|15|17|27|18|17|23|11|10|31|17|11|41|23|11
