1|MID|36|11|14|24|12|14|20|14|23|23|23|18|40|14|18
1|END|37|10|25|33|25|10|39|15|18|43|17|16|41|11|13
2|MID|38|19|12|24|19|20|37|16|16|19|12|20|29|12|25
2|END|32|23|14|15|11|23|40|16|10|35|23|18|25|19|23
3|MID|24|15|18|33|12|18|22|13|20|24|21|17|31|13|18
3|END|35|16|16|38|25|13|43|16|17|32|13|13|23|24|21
4|MID|15|25|16|21|16|21|15|17|19|33|22|10|31|21|17
4|END|43|22|16|24|16|23|42|17|11|30|22|18|35|17|21
5|MID|43|13|12|44|18|19|29|14|16|41|19|11|33|24|14
5|END|24|13|12|16|11|16|16|21|25|20|18|17|20|19|23
6|MID|29|13|13|33|12|10|35|20|18|32|13|10|36|21|11
6|END|28|22|17|20|12|23|44|21|14|38|24|23|33|24|23
7|MID|43|19|21|24|15|21|19|19|25|35|18|23|26|12|12
7|END|35|24|12|15|10|13|23|21|14|35|15|19|17|23|21
8|MID|21|11|12|35|11|22|24|17|13|41|18|19|23|21|19
8|END|29|22|18|45|21|17|30|21|15|25|20|14|38|11|25
9|MID|23|19|20|26|17|17|33|13|24|35|23|13|34|25|10
9|END|39|23|14|45|25|21|31|19|12|32|13|16|20|20|15
10|MID|26|14|17|41|19|16|17|22|25|31|16|19|17|15|18
10|END|32|25|24|32|25|11|44|23|16|15|20|14|35|15|20
11|MID|19|21|15|29|17|20|36|21|10|27|21|19|41|10|13
11|END|41|13|24|28|11|21|44|24|16|24|22|18|27|15|12
12|MID|34|12|24|22|14|16|32|17|23|17|18|13|27|25|24
12|END|34|18|10|19|23|10|28|25|16|45|15|24|24|17|15
13|MID|35|20|11|44|16|19|15|13|21|18|16|19|34|11|14
13|END|37|13|18|15|20|13|30|18|12|25|15|12|15|17|16
14|MID|43|11|14|43|17|11|24|22|22|17|20|11|35|15|20
14|END|24|19|12|37|18|11|28|15|21|16|16|16|28|12|19
15|MID|42|19|10|37|13|21|27|18|24|26|13|13|18|22|15
15|END|16|24|17|23|12|14|26|19|19|27|15|16|20|21|14
16|MID|19|17|20|33|14|19|18|19|15|35|13|20|33|11|17
16|END|31|18|21|17|21|21|41|25|15|26|17|11|18|22|20
17|MID|29|25|17|16|11|12|16|13|23|37|18|12|25|21|22
17|END|15|13|13|39|17|16|16|24|25|39|11|16|39|10|19
18|MID|15|19|16|40|10|14|30|10|14|21|14|15|24|12|20
18|END|31|18|13|16|24|25|34|12|11|33|16|17|45|23|24
19|MID|30|12|18|37|23|18|21|18|13|22|11|21|36|14|13
19|END|35|20|18|24|22|11|40|15|22|19|21|14|40|14|10
20|MID|16|20|12|19|11|23|34|11|25|24|17|21|33|13|18
20|END|40|16|12|20|25|18|16|17|25|45|16|20|35|19|22
