1|MID|36|12|23|33|10|24|39|22|19|22|16|20|17|13|16
1|END|32|18|12|20|10|24|32|14|24|33|11|23|26|13|22
2|MID|37|20|14|43|17|16|15|19|23|34|11|23|20|11|12
2|END|16|21|14|24|18|24|36|23|19|30|23|18|19|11|20
3|MID|18|19|20|23|24|10|41|21|14|44|17|22|43|21|12
3|END|19|19|22|20|13|10|19|11|10|18|22|16|40|10|14
4|MID|16|11|25|39|22|19|27|16|25|35|14|13|25|22|25
4|END|44|13|21|41|15|12|37|18|20|31|16|25|17|17|22
5|MID|24|18|11|41|21|23|18|24|15|34|10|15|40|25|22
5|END|31|19|25|25|12|20|36|12|24|24|15|13|35|14|25
6|MID|17|20|22|24|20|11|23|14|21|28|24|25|21|12|12
6|END|38|19|18|29|25|21|29|17|14|39|18|19|40|22|22
7|MID|24|16|14|23|23|23|17|21|23|27|25|21|44|21|24
7|END|33|24|24|40|14|16|17|15|19|38|15|24|18|20|23
8|MID|33|25|14|15|14|13|37|18|11|19|20|12|32|20|12
8|END|16|10|23|26|21|24|20|14|11|27|15|11|35|20|21
9|MID|18|18|17|39|21|19|15|20|17|17|22|19|27|11|11
9|END|36|16|13|29|16|13|28|19|22|20|20|13|27|25|21
10|MID|33|24|24|42|11|23|38|11|14|31|16|17|28|23|14
10|END|34|23|11|15|13|19|38|14|13|25|22|24|38|21|19
11|MID|41|12|17|15|16|22|25|15|24|17|14|17|16|11|21
11|END|27|14|25|15|14|18|39|14|17|33|20|25|23|12|11
12|MID|39|19|23|43|18|24|28|19|11|37|24|22|25|23|21
12|END|24|25|19|17|24|25|36|15|25|21|14|18|31|13|25
13|MID|40|11|15|33|22|14|35|15|14|31|22|23|41|21|13
13|END|41|12|17|45|11|23|20|22|10|25|12|21|28|20|14
14|MID|34|22|12|17|23|11|43|23|21|24|19|22|39|22|10
14|END|25|23|12|16|20|14|40|22|23|27|23|22|36|23|20
15|MID|32|14|19|24|20|18|25|14|20|22|18|20|32|11|20
15|END|39|11|14|36|13|18|26|21|22|30|10|23|28|21|12
16|MID|17|17|19|40|23|15|33|20|21|42|18|19|18|25|20
16|END|33|10|25|34|15|24|21|11|13|26|24|13|39|21|14
17|MID|27|14|11|29|18|23|39|11|20|18|11|14|19|23|11
17|END|39|11|23|34|11|12|16|15|10|33|15|25|27|20|22
18|MID|18|23|23|26|10|24|21|12|21|21|24|21|29|15|22
18|END|20|11|15|33|21|11|32|11|19|30|19|11|16|21|14
19|MID|27|14|13|35|14|14|19|25|21|26|17|25|19|21|17
19|END|33|16|15|19|10|19|22|21|22|15|14|21|44|23|21
20|MID|24|19|12|35|21|11|36|22|15|37|16|13|45|17|19
20|END|20|16|24|37|22|11|15|18|21|23|25|23|27|23|14
